ResearchFieldId,ResearchFieldLabel,PaperId,PaperTitle,Contribution
R122,Chemistry,R46150,Insights into the role of Cu in promoting photocatalytichydrogenproductionoverultrathinHNb3O8 nanosheets,R46151
R122,Chemistry,R46156,Synthesis and photocatalytic hydrogen production activity of the Ni-CH3CH2NH2/H1.78Sr0.78Bi0.22Nb2O7 hybrid layered perovskite,R46157
R122,Chemistry,R46154,Giant enhancement of photocatalytic H2 production over KNbO3 photocatalyst obtained via carbon doping and MoS2 decoration,R46155
R122,Chemistry,R46164,Boosting interfacial charge separation of Ba5Nb4O15/g-C3N4 photocatalysts by 2D/2D nanojunction towards eﬃcient visible-light driven H2 generation,R46165
R122,Chemistry,R46162,Two-dimensional g-C3N4/Ca2Nb2TaO10 nanosheet composites for eﬃcient visible light photocatalytic hydrogen eVolution,R46163
R122,Chemistry,R46158,Photocatalytic activity of nanostructured composites based on layered niobates and C3N4 in the hydrogen eVolution reaction from electron donor solutions under visible light,R46160
R122,Chemistry,R46158,Photocatalytic activity of nanostructured composites based on layered niobates and C3N4 in the hydrogen eVolution reaction from electron donor solutions under visible light,R46159
R122,Chemistry,R46158,Photocatalytic activity of nanostructured composites based on layered niobates and C3N4 in the hydrogen eVolution reaction from electron donor solutions under visible light,R46161
R122,Chemistry,R46166,In-situ synthesis of AgNbO3/g-C3N4 photocatalyst via microwave heating method for eﬃciently photocatalytic H2 generation,R46167
R122,Chemistry,R46168,Rapid fabrication of KTa0.75Nb0.25/g-C3N4 composite via microwave heating for eﬃcient photocatalytic H2 eVolution,R46169
R122,Chemistry,R46207,Ternary transition titanium-niobium trisulﬁde as photoanode for assisted water splitting,R46208
R122,Chemistry,R46202,Ionic liquid–assisted hydrothermal synthesis of Nb/TiO2 nanocomposites for eﬃcient photocatalytic hydrogen production and photodecolorization of Rhodamine B under UV-visible and visible light illuminations,R46203
R122,Chemistry,R46211,Novel visible light-driven Nb-doped Ta3N5 sensitized/protectedbyPPyforeﬃcientoverallwatersplitting,R46212
R122,Chemistry,R46204,UV and visible light driven H2 photo-production using Nb-doped TiO2: Comparing Pt and Pd co-catalysts,R46205
R122,Chemistry,R46204,UV and visible light driven H2 photo-production using Nb-doped TiO2: Comparing Pt and Pd co-catalysts,R46206
R122,Chemistry,R46209,Impact of Nb(V) Substitution on the Structure and Optical and Photoelectrochemical Properties of the Cu5(Ta1−xNbx)11O30 Solid Solution,R46210
R122,Chemistry,R46213,Novel carbon modiﬁed KTa0.75Nb0.25O3 nanocubes with excellent eﬃciency in photocatalytic H2 eVolution,R46214
R122,Chemistry,R46215,Comparative study between pristine and Nb-modiﬁed BiVO4 ﬁlms employed for photoelectrocatalytic production of H2 by water splitting and for photocatalytic degradation of organic pollutants under simulated solar light,R46216
R122,Chemistry,R46219,Surface-coordination-inducedselectivesynthesisofcubicand orthorhombic NaNbO3 and their photocatalytic properties,R46220
R122,Chemistry,R46217,Photoreduction of carbon dioxide over NaNbO3 nanostructured photocatalysts,R46218
R122,Chemistry,R46223,Constructing cubic-orthorhombic surface-phasejunctionsofNaNbO3 towardssigniﬁcantenhancementofCO2 photoreduction,R46224
R122,Chemistry,R46225,Photocatalytic reduction of CO2 to methane over HNb3O8 nanobelts,R46226
R122,Chemistry,R46227,Photocatalytic Reduction of Carbon Dioxide to Methane over SiO2-Pillared HNb3O8,R46228
R122,Chemistry,R46221,CO2 reduction over NaNbO3 and NaTaO3 perovskite photocatalysts,R46222
R122,Chemistry,R46231,Polymeric g-C3N4 coupled with NaNbO3 nanowires toward enhanced photocatalytic reduction of CO2 into renewable fuel,R46232
R122,Chemistry,R46229,Acidic surface niobium pentoxide is catalytic active for CO2 photoreduction,R46230
R122,Chemistry,R46233,ConversionofCO2 intorenewablefueloverPt-g-C3N4/KNbO3 composite photocatalyst,R46234
R122,Chemistry,R46235,Photocatalytic CO2 Reduction by Re(I) Polypyridyl Complexes Immobilized on Niobates Nanoscrolls,R46236
R122,Chemistry,R76130,The role of alkali metal cations in the stabilization of guanine quadruplexes: why K+ is the best,R76132
R122,Chemistry,R76134,The Selectivity for K+versus Na+in DNA Quadruplexes Is Dominated by Relative Free Energies of Hydration:  A Thermodynamic Analysis by1H NMR†,R76136
R122,Chemistry,R76138,The role of alkali metal cations in the stabilization of guanine quadruplexes: why K+ is the best,R76140
R122,Chemistry,R76168,Selective Binding of Monovalent Cations to the Stacking G-Quartet Structure Formed by Guanosine 5‘-Monophosphate:  A Solid-State NMR Study,R76170
R322,Computational Linguistics,R75367,Approaching terminological ambiguity in cross-disciplinary communication as a word sense induction task: a pilot study,R75370
R322,Computational Linguistics,R110733,Extractive Summarization of Meeting Recordings,R110735
R322,Computational Linguistics,R110744,Summarizing Decisions in Spoken Meetings,R110746
R322,Computational Linguistics,R110753,Generating Abstractive Summaries from Meeting Transcripts,R110755
R322,Computational Linguistics,R110764,Abstractive Meeting Summarization Using Depencency Graph Fusion,R110766
R322,Computational Linguistics,R110767,Abstractive Meeting Summarization Using Dependency Graph Fusion,R110769
R322,Computational Linguistics,R111966,Generating and Validating Abstracts of Meeting Conversations,R111968
R322,Computational Linguistics,R111985,Domain-Independent Abstract Generation for Focused Meeting Summarization,R111987
R322,Computational Linguistics,R147545,GENIA corpus--a semantically annotated corpus for bio-textmining,R147547
R322,Computational Linguistics,R147977,The ACL Anthology Network,R147979
R322,Computational Linguistics,R147973,The ACL Anthology Reference Corpus: A Reference Dataset for Bibliographic Research in Computational Linguistics,R147975
R322,Computational Linguistics,R148032,MedTag: A Collection of Biomedical Annotations,R148034
R322,Computational Linguistics,R148039,GENETAG: a tagged corpus for gene/protein named entity recognition,R148041
R322,Computational Linguistics,R148073,BioInfer: a corpus for information extraction in the biomedical domain,R148075
R322,Computational Linguistics,R147995,Concept annotation in the CRAFT corpus,R147997
R322,Computational Linguistics,R148083,Building a semantically annotated corpus of clinical texts,R148085
R322,Computational Linguistics,R148131,Construction of an annotated corpus to support biomedical information extraction,R148133
R322,Computational Linguistics,R148549,Medmentions: a large biomedical corpus annotated with UMLS concepts,R148551
R322,Computational Linguistics,R148450,The ITI TXM corpora: Tissue expressions and protein-protein interactions,R148452
R322,Computational Linguistics,R148501,Integrated Annotation for Biomedical Information Extraction,R148503
R322,Computational Linguistics,R150967,Annotation of Chemical Named Entities,R150969
R322,Computational Linguistics,R150596,The CHEMDNER corpus of chemicals and drugs and its annotation principles,R150598
R322,Computational Linguistics,R151547,The DDI corpus: An annotated corpus with pharmacological substances and drug–drug interactions,R151549
R322,Computational Linguistics,R155338,Dynamic Neuro-Symbolic Knowledge Graph Construction for Zero-shot Commonsense Question Answering,R155340
R322,Computational Linguistics,R155338,Dynamic Neuro-Symbolic Knowledge Graph Construction for Zero-shot Commonsense Question Answering,R171891
R322,Computational Linguistics,R155338,Dynamic Neuro-Symbolic Knowledge Graph Construction for Zero-shot Commonsense Question Answering,R171914
R322,Computational Linguistics,R155338,Dynamic Neuro-Symbolic Knowledge Graph Construction for Zero-shot Commonsense Question Answering,R171915
R322,Computational Linguistics,R155259,Leveraging Abstract Meaning Representation for Knowledge Base Question Answering,R162417
R322,Computational Linguistics,R155259,Leveraging Abstract Meaning Representation for Knowledge Base Question Answering,R155261
R322,Computational Linguistics,R155259,Leveraging Abstract Meaning Representation for Knowledge Base Question Answering,R162418
R322,Computational Linguistics,R163217,Chemical names: terminological resources and corpora annotation,R163219
R322,Computational Linguistics,R163227,The CLEF corpus: semantic annotation of clinical text,R163229
R322,Computational Linguistics,R163869,Syntax Annotation for the GENIA Corpus,R163871
R322,Computational Linguistics,R163865,Part-of-Speech Annotation of Biology Research Abstracts,R163867
R322,Computational Linguistics,R164218,The GENIA corpus: an annotated research abstract corpus in molecular biology domain,R164220
R322,Computational Linguistics,R164232,Event extraction for DNA methylation,R164234
R322,Computational Linguistics,R164455,BioNLP Shared Task 2011 - Bacteria Biotope,R165893
R322,Computational Linguistics,R164455,BioNLP Shared Task 2011 - Bacteria Biotope,R165867
R322,Computational Linguistics,R164455,BioNLP Shared Task 2011 - Bacteria Biotope,R164457
R322,Computational Linguistics,R164455,BioNLP Shared Task 2011 - Bacteria Biotope,R164467
R322,Computational Linguistics,R164455,BioNLP Shared Task 2011 - Bacteria Biotope,R165270
R322,Computational Linguistics,R164455,BioNLP Shared Task 2011 - Bacteria Biotope,R165466
R322,Computational Linguistics,R164478,BioNLP Shared Task 2011 – Bacteria Gene Interactions and Renaming,R164480
R322,Computational Linguistics,R164478,BioNLP Shared Task 2011 – Bacteria Gene Interactions and Renaming,R164485
R322,Computational Linguistics,R164478,BioNLP Shared Task 2011 – Bacteria Gene Interactions and Renaming,R164481
R322,Computational Linguistics,R164478,BioNLP Shared Task 2011 – Bacteria Gene Interactions and Renaming,R165896
R322,Computational Linguistics,R164478,BioNLP Shared Task 2011 – Bacteria Gene Interactions and Renaming,R164484
R322,Computational Linguistics,R166303,Ontonotes: A large training corpus for enhanced processing,R166305
R322,Computational Linguistics,R166280,OntoNotes Release 5.0 LDC2013T19,R215107
R322,Computational Linguistics,R166280,OntoNotes Release 5.0 LDC2013T19,R215519
R322,Computational Linguistics,R166280,OntoNotes Release 5.0 LDC2013T19,R166282
R322,Computational Linguistics,R171931,COMET: Commonsense Transformers for Automatic Knowledge Graph Construction,R171933
R322,Computational Linguistics,R171970,Social IQa: Commonsense Reasoning about Social Interactions,R171972
R322,Computational Linguistics,R171977,Modeling Naive Psychology of Characters in Simple Commonsense Stories,R171978
R322,Computational Linguistics,R187624,A Neural Natural Language Processing System for Educational Resource Knowledge Domain Classification,R187626
R322,Computational Linguistics,R187608,Distinguishing affixoid formations from compounds,R187614
R322,Computational Linguistics,R187608,Distinguishing affixoid formations from compounds,R187681
R322,Computational Linguistics,R187608,Distinguishing affixoid formations from compounds,R187610
R322,Computational Linguistics,R189382,Facts That Matter,R189384
R322,Computational Linguistics,R189386,ClausIE: clause-based open information extraction,R189388
R322,Computational Linguistics,R189394,A Hierarchical Multi-Task Approach for Learning Embeddings from Semantic Tasks,R189396
R322,Computational Linguistics,R189444,Triple Classification for Scholarly Knowledge Graph Completion,R189446
R322,Computational Linguistics,R189436,TRIE: End-to-End Text Reading and Information Extraction for Document Understanding,R189438
R322,Computational Linguistics,R189447,A Dataset of Information-Seeking Questions and Answers Anchored in Research Papers,R189449
R322,Computational Linguistics,R191012,OnLiT: An Ontology for Linguistic Terminology,R191014
R322,Computational Linguistics,R193203,Summarization beyond sentence extraction: A probabilistic approach to sentence compression,R193205
R322,Computational Linguistics,R193273,Thumbs up?: sentiment classification using machine learning techniques,R193275
R322,Computational Linguistics,R193289,Thumbs up? Sentiment Classification using Machine Learning Techniques,R193291
R322,Computational Linguistics,R193286,Sentiment Classification Using Machine Learning Techniques with Syntax Features,R193288
R322,Computational Linguistics,R193292,SENTIMENT CLASSIFICATION OF MOVIE REVIEWS USINGCONTEXTUAL VALENCE SHIFTERS,R193294
R322,Computational Linguistics,R193347,Sentiment Classification of Movie and Product Reviews Using Contextual Valence Shifters,R193349
R322,Computational Linguistics,R193365,Sentiment Classification using Distant Supervision,R193367
R322,Computational Linguistics,R193562,Enhancement of a multi-dialectal sentiment analysis system by the detection of the implied sarcastic features,R193564
R322,Computational Linguistics,R193567,Sentiment Lexical Strength Enhanced Self-supervised Attention Learning for sentiment analysis,R193569
R322,Computational Linguistics,R193570,Text sentiment analysis of fusion model based on attention mechanism,R193572
